wspeed,wgust,temp,humid,dewp
0,,75.9,93,73.8
0,,76.1,93,73.9
0,,76.3,93,74.1
0,,76.3,93,74.1
0,,76.3,93,74.1
0,,76.3,93,74.1
0,,76.3,93,74.1
0,,76.1,93,73.9
0,,76.3,93,74.1
0,,76.3,93,74.1
2,,76.3,93,74.1
0,,76.3,93,74.1
0,,76.5,93,74.3
0,,76.5,93,74.3
0,,76.5,93,74.3
0,,76.5,93,74.3
0,,76.5,93,74.3
0,,76.5,93,74.3
0,,76.5,93,74.3
0,,76.5,93,74.3
0,,76.6,93,74.5
2,,76.6,93,74.5
0,,76.6,93,74.5
0,,76.6,93,74.5
0,,76.6,93,74.5
0,,76.6,93,74.5
0,,76.6,93,74.5
0,,76.6,93,74.5
0,,76.8,93,74.7
0,,76.8,93,74.7
0,,76.8,93,74.7
0,,77,93,74.8
0.9,,77,93,74.8
0,,77,93,74.8
0,,77,93,74.8
0,,77,93,74.8
0,,77,93,74.8
0,,77,93,74.8
0,,77.2,93,75
0,,77,93,74.8
0,,77.2,93,75
0,,77.2,93,75
0,,77.2,93,75
0,,77.2,93,75
0,,77.2,93,75
2.9,,77,93,74.8
2,,76.8,93,74.7
0,,76.8,93,74.7
0,,76.8,93,74.7
0,,77.4,93,75.2
0,,77.4,93,75.2
2.9,,77.4,93,75.2
0,,77.5,93,75.4
2.9,,77.5,93,75.4
6,,76.8,92,74.3
0.9,,75.7,91,72.9
0,,75.4,91,72.5
0,,75.2,91,72.3
0,,75,91,72.1
0,,75,91,72.1
0,,75.6,92,73
0,,75.7,92,73.2
0,,75.9,92,73.4
2.9,,75.9,91,73
2.9,,74.3,90,71.2
2.9,,73.2,90,70.2
2,,72.7,90,69.6
2.9,,72.3,90,69.3
2,,72.3,90,69.3
0,,72.3,90,69.3
0,,72.3,91,69.6
0,,72.1,91,69.4
0,,72.1,91,69.4
0,,72.1,91,69.4
0,,72.1,91,69.4
0,,72,91,69.3
0,,72,91,69.3
0,,72.1,91,69.4
0,,72.1,91,69.4
0,,72.3,92,69.8
0,,72.7,92,70.2
0,,72.9,92,70.3
0,,73,92,70.5
0.9,,73,92,70.5
0,,73.2,92,70.7
0,,73.2,92,70.7
0,,73.4,92,70.9
0,,73.6,92,71.1
0,,73.6,92,71.1
0,,73.8,92,71.2
0,,73.8,92,71.2
0,,73.8,92,71.2
0,,73.9,92,71.4
0,,73.9,92,71.4
0,,73.9,92,71.4
0,,73.9,92,71.4
0,,74.1,92,71.6
0,,74.1,92,71.6
0,,74.1,92,71.6
0,,74.1,93,72
0,,74.1,93,72
0,,74.1,93,72
0,,74.1,93,72
0,,74.3,93,72.1
0,,74.3,93,72.1
0,,74.3,93,72.1
0,,74.3,93,72.1
0,,74.3,93,72.1
0,,74.3,93,72.1
0,,74.3,93,72.1
0,,74.5,93,72.3
0,,74.5,93,72.3
0,,74.7,93,72.5
0,,74.7,93,72.5
0,,74.7,93,72.5
0,,74.7,93,72.5
0,,74.8,93,72.7
0,,74.8,93,72.7
0,,74.8,93,72.7
0,,74.8,93,72.7
0,,74.8,93,72.7
2,,74.8,93,72.7
0,,74.8,93,72.7
0.9,,74.8,93,72.7
0,,74.8,93,72.7
0.9,,74.8,93,72.7
0,,75,93,72.9
2,,75,93,72.9
0,,75,93,72.9
0,,75.2,93,73
0,,75.4,93,73.2
0,,75.4,93,73.2
0,,75.6,93,73.4
0,,75.6,93,73.4
0,,75.6,93,73.4
0.9,,75.6,93,73.4
2,,75.6,93,73.4
0,,75.6,93,73.4
0,,75.6,94,73.8
2,,75.6,93,73.4
0,,75.7,94,73.9
0,,75.7,94,73.9
2,,75.7,94,73.9
0,,75.7,94,73.9
0,,75.7,94,73.9
2.9,,75.6,94,73.8
0,,75.6,94,73.8
2,,75.6,94,73.8
2,,75.6,94,73.8
2.9,,75.4,94,73.6
0,,75.4,94,73.6
2.9,,75.4,94,73.6
0,,75.4,94,73.6
4,,75.4,94,73.6
4,,75.4,94,73.6
2,,75.4,94,73.6
0,,75.4,94,73.6
0,,75.2,94,73.4
0.9,,75.2,94,73.4
0,,75.2,94,73.4
0,,75.2,94,73.4
4,,75.2,94,73.4
2.9,,75.2,94,73.4
2,,75,94,73.2
2.9,,75,94,73.2
0,,75,94,73.2
0,,75,94,73.2
0,,75,94,73.2
0,,75,94,73.2
0,,75,94,73.2
0,,75,94,73.2
0,,75,94,73.2
0,,75,94,73.2
0,,75,94,73.2
0,,75,94,73.2
2.9,,75,94,73.2
0,,75,94,73.2
4,,75,94,73.2
2.9,,75,94,73.2
2,,75,94,73.2
0,,75,94,73.2
0,,74.8,94,73
0,,74.8,94,73
0,,75,94,73.2
0,,74.8,94,73
0,,74.8,94,73
0,,74.8,94,73
2,,74.8,94,73
0,,74.8,94,73
0,,74.8,94,73
0.9,,74.8,94,73
2,,74.8,94,73
2.9,,74.8,94,73
0,,74.8,94,73
0,,74.8,94,73
0,,74.7,94,72.9
2,,74.7,94,72.9
0,,74.7,94,72.9
0.9,,74.7,94,72.9
0,,74.7,94,72.9
2.9,,74.7,94,72.9
0,,74.7,94,72.9
0,,74.5,94,72.7
0,,74.5,94,72.7
0,,74.5,94,72.7
0,,74.5,94,72.7
0,,74.3,94,72.5
0,,74.3,94,72.5
0,,74.3,94,72.5
0,,74.1,94,72.3
0,,74.1,94,72.3
0,,74.1,94,72.3
2,,74.1,94,72.3
0,,74.1,94,72.3
0,,74.1,94,72.3
0,,73.9,94,72.1
0,,73.9,94,72.1
2,,73.9,94,72.1
6.9,,73.8,94,72
4.9,,73,93,70.9
4.9,,72.1,93,70
2,,71.2,93,69.1
0,,70.3,93,68.2
0,,69.6,93,67.5
4,,68.9,93,66.7
0.9,,68.4,92,66
0.9,,67.8,93,65.7
0,,67.6,93,65.5
0,,67.5,93,65.3
0.9,,67.3,93,65.1
2.9,,67.1,93,64.9
0.9,,66.9,93,64.8
0,,66.7,93,64.6
2.9,,66.6,93,64.4
0,,66.6,93,64.4
0,,66.6,93,64.4
4,,66.4,93,64.2
0.9,,66.4,93,64.2
0,,66.4,93,64.2
0,,66.4,93,64.2
0,,66.4,93,64.2
0.9,,66.4,93,64.2
0,,66.4,93,64.2
0,,66.4,93,64.2
0,,66.4,93,64.2
0,,66.4,93,64.2
2,,66.4,93,64.2
0.9,,66.4,93,64.2
2.9,,66.4,93,64.2
0.9,,66.2,93,64
0,,66.2,94,64.4
0,,66,94,64.2
0.9,,66,94,64.2
2.9,,66,94,64.2
0,,66,94,64.2
2,,66,94,64.2
0,,66,94,64.2
0,,66,94,64.2
2,,66,94,64.2
0,,66,94,64.2
2,,65.8,94,64
0,,65.8,94,64
2.9,,65.8,94,64
0,,65.8,94,64
4.9,,65.8,94,64
0,,65.8,94,64
0,,65.8,94,64
0.9,,65.8,94,64
0,,65.8,94,64
2,,65.8,94,64
4,,65.7,94,63.9
6.9,,65.7,94,63.9
0,,65.7,94,63.9
2,,65.7,94,63.9
2.9,,65.8,94,64
0.9,,65.8,94,64
2,,65.8,94,64
2,,65.8,94,64
0,,66,94,64.2
0.9,,66,94,64.2
4,,66.4,94,64.6
2.9,,66.4,94,64.6
0,,66.6,94,64.8
0,,66.6,94,64.8
0.9,,66.7,94,64.9
4,,66.7,94,64.9
2,,66.7,94,64.9
11,,66.7,94,64.9
0,,66.7,94,64.9
2,,66.6,94,64.8
2,,66.6,94,64.8
2,,66.4,94,64.6
0,,66.4,94,64.6
2,,66.4,94,64.6
0,,66.2,94,64.4
0,,66.2,94,64.4
2.9,,66,94,64.2
4,,66,94,64.2
2.9,,66,94,64.2
0.9,,66,94,64.2
2,,65.8,94,64
0,,65.8,94,64
0,,65.8,94,64
2.9,,65.8,94,64
2,,65.8,94,64
0,,65.8,94,64
4.9,,65.8,94,64
2,,65.8,94,64
0,,65.8,94,64
10.1,,65.7,94,63.9
6,,65.7,94,63.9
2,,65.7,94,63.9
0,,65.7,94,63.9
0,,65.7,94,63.9
4.9,,65.7,94,63.9
0,,65.7,94,63.9
4,,65.7,94,63.9
4.9,,65.7,94,63.9
2,,65.7,94,63.9
2,,65.7,94,63.9
0.9,,65.7,94,63.9
2,,65.7,94,63.9
0,,65.7,94,63.9
0,,65.7,94,63.9
2.9,,65.7,94,63.9
0,,65.7,94,63.9
0.9,,65.7,94,63.9
0.9,,65.7,94,63.9
4.9,,65.7,94,63.9
0,,65.7,94,63.9
2,,65.7,94,63.9
4,,65.5,94,63.7
2,,65.3,94,63.5
2,,65.3,94,63.5
0,,65.1,94,63.3
0,,65.3,94,63.5
2,,65.3,94,63.5
6,,65.5,95,64
0,,65.5,95,64
2.9,,65.7,95,64.2
4,,65.7,95,64.2
2,,65.7,94,63.9
0,,65.7,94,63.9
2,,65.7,94,63.9
0,,65.5,94,63.7
0,,65.5,94,63.7
0,,65.5,94,63.7
0,,65.5,94,63.7
0,,65.5,94,63.7
2.9,,65.3,94,63.5
0,,65.3,94,63.5
0,,65.3,94,63.5
0.9,,65.3,94,63.5
0,,65.3,94,63.5
0,,65.3,94,63.5
2,,65.3,94,63.5
2.9,,65.3,94,63.5
2,,65.3,94,63.5
0.9,,65.1,94,63.3
0,,65.1,94,63.3
0,,65.1,94,63.3
0.9,,65.1,94,63.3
2,,65.1,94,63.3
2,,65.1,94,63.3
2,,65.3,94,63.5
0,,65.3,94,63.5
0,,65.5,94,63.7
4,,65.5,94,63.7
2,,65.5,95,64
2,,65.5,94,63.7
6,,65.3,94,63.5
0.9,,65.3,94,63.5
2,,65.3,94,63.5
6,,65.1,94,63.3
2,,65.1,94,63.3
0,,65.1,94,63.3
0,,65.1,94,63.3
6,,65.1,94,63.3
0.9,,65.1,94,63.3
6,,64.9,95,63.5
2,,64.9,95,63.5
0,,64.9,95,63.5
0,,64.8,95,63.3
0.9,,64.8,95,63.3
2,,64.8,94,63
0,,64.6,94,62.8
2,,64.6,94,62.8
2,,64.8,94,63
2.9,,64.8,94,63
2,,64.8,94,63
2.9,,64.8,94,63
2.9,,64.6,94,62.8
0.9,,64.6,94,62.8
0,,64.4,94,62.6
2,,64.2,95,62.8
0.9,,64.2,95,62.8
4.9,,64,95,62.6
0,,63.9,94,62.1
2.9,,63.7,94,61.9
0,,63.3,94,61.5
2,,63.3,94,61.5
0,,63.1,94,61.3
0.9,,63.1,94,61.3
2.9,,63,94,61.2
2.9,,62.8,94,61
2.9,,62.8,94,61
4.9,,62.6,94,60.8
0,,62.6,94,60.8
2,,62.4,94,60.6
0,,62.4,94,60.6
0.9,,62.2,94,60.4
4,,62.2,94,60.4
0,,62.2,95,60.8
2,,62.2,95,60.8
2.9,,62.2,95,60.8
2.9,,62.1,95,60.6
2.9,,62.1,95,60.6
4.9,,62.1,95,60.6
2,,62.1,94,60.3
2,,62.1,95,60.6
0.9,,62.1,95,60.6
0,,62.1,95,60.6
2,,62.1,95,60.6
0,,62.1,95,60.6
2,,62.1,94,60.3
2.9,,61.5,94,59.7
4.9,,61.3,94,59.5
0,,61.3,94,59.5
0,,61.3,94,59.5
2.9,,61.2,94,59.4
2,,61.2,94,59.4
0,,61,94,59.2
0,,61,94,59.2
0.9,,60.8,94,59
4,,60.6,94,58.8
2.9,,60.6,94,58.8
2,,60.4,94,58.6
0,,60.3,94,58.5
0,,60.1,94,58.3
0.9,,60.1,94,58.3
2,,60.1,94,58.3
2.9,,59.9,94,58.1
2,,59.7,94,57.9
2.9,,59.7,94,57.9
2.9,,59.5,94,57.7
0.9,,59.4,94,57.6
0,,59.4,94,57.6
0,,59.2,94,57.4
2.9,,59.2,94,57.4
6,,59.2,94,57.4
4,,59,94,57.2
2.9,,59,94,57.2
2,,59,94,57.2
4,,59,94,57.2
2.9,,59,94,57.2
2,,59,94,57.2
0,,59,94,57.2
2,,59,94,57.2
2,,58.8,94,57
2.9,,58.6,94,56.8
2,,58.6,94,56.8
2,,58.5,94,56.7
10.1,,58.5,94,56.7
2.9,,58.3,94,56.5
4,,58.1,94,56.3
0,,57.9,94,56.1
0.9,,57.7,94,55.9
6,,57.6,94,55.8
4,,57.4,94,55.6
6,,57.4,94,55.6
2.9,,57.2,94,55.4
2.9,,57,94,55.2
2.9,,57,94,55.2
0,,57,94,55.2
0.9,,57,94,55.2
4.9,,57,94,55.2
2.9,,57,94,55.2
4,,57,94,55.2
2.9,,56.8,94,55.2
0.9,,56.8,94,55.2
4.9,,56.8,94,55.2
0,,56.8,94,55.2
2,,56.8,94,55.2
4,,56.8,94,55.2
2,,56.8,94,55.2
0.9,,56.8,94,55.2
2,,56.8,94,55.2
4,,56.8,94,55.2
2.9,,56.8,94,55.2
4.9,,56.8,94,55.2
0,,56.8,94,55.2
0,,56.8,94,55.2
4.9,,56.8,94,55.2
0.9,,56.8,94,55.2
0.9,,57,94,55.2
4.9,,57,94,55.2
4.9,,57,94,55.2
10.1,,57,94,55.2
0,,57,94,55.2
0.9,,57,94,55.2
2,,57,94,55.2
2.9,,57,94,55.2
0,,57,94,55.2
2,,57,94,55.2
2,,57,94,55.2
0.9,,57,94,55.2
2,,57,94,55.2
2,,57,94,55.2
4,,57,94,55.2
0,,57.2,94,55.4
2.9,,57.2,94,55.4
2.9,,57.2,94,55.4
0,,57.2,94,55.4
0,,57.2,94,55.4
0.9,,57.2,94,55.4
0,,57.2,94,55.4
0.9,,57.4,94,55.6
0,,57.4,94,55.6
4,,57.4,94,55.6
0,,57.4,94,55.6
0.9,,57.4,94,55.6
0,,57.6,94,55.8
0.9,,57.6,94,55.8
0,,57.6,94,55.8
0,,57.6,94,55.8
2.9,,57.6,94,55.8
0,,57.6,94,55.8
0.9,,57.6,94,55.8
0,,57.6,94,55.8
0,,57.6,94,55.8
2.9,,57.7,94,55.9
0,,57.6,94,55.8
6,,57.7,94,55.9
0.9,,57.7,94,55.9
2,,57.7,94,55.9
2,,57.7,94,55.9
0,,57.7,94,55.9
0,,57.7,94,55.9
0.9,,57.7,94,55.9
0.9,,57.9,94,56.1
0,,57.9,94,56.1
2,,57.9,94,56.1
0,,57.9,94,56.1
0.9,,57.9,94,56.1
2,,57.9,94,56.1
0,,57.9,94,56.1
0,,58.1,94,56.3
0,,58.1,94,56.3
2,,58.1,94,56.3
0.9,,58.1,94,56.3
2,,57.9,94,56.1
0.9,,57.9,94,56.1
0,,57.9,94,56.1
6.9,,57.7,94,55.9
0,,57.7,94,55.9
2,,57.7,94,55.9
2,,57.7,94,55.9
0.9,,57.7,94,55.9
0,,57.9,94,56.1
0.9,,57.9,94,56.1
2,,57.9,94,56.1
0.9,,57.9,94,56.1
2,,58.1,94,56.3
4,,58.1,94,56.3
0,,58.1,94,56.3
0,,58.3,95,56.8
0,,58.1,94,56.3
0,,58.1,94,56.3
0.9,,58.1,94,56.3
0,,58.1,94,56.3
4,,58.1,94,56.3
2,,58.1,94,56.3
0,,58.3,95,56.8
2.9,,58.3,95,56.8
2,,58.3,95,56.8
2.9,,58.3,94,56.5
0.9,,58.3,94,56.5
0,,58.3,95,56.8
2.9,,58.3,95,56.8
2,,58.3,95,56.8
0,,58.5,94,56.7
0,,58.5,94,56.7
4,,58.5,94,56.7
0,,58.5,95,57
2,,58.6,94,56.8
2,,58.6,94,56.8
2.9,,58.8,94,57
6,,59,95,57.6
6.9,,59,95,57.6
2.9,,59.2,95,57.7
4,,59.4,95,57.9
4.9,,59.5,95,58.1
4.9,,59.9,95,58.5
0,,60.1,95,58.6
2,,60.4,95,59
2.9,,60.4,95,59
11,,60.4,95,59
0.9,,60.4,94,58.6
0.9,,60.4,94,58.6
2.9,,60.6,94,58.8
4,,60.6,94,58.8
2,,60.4,94,58.6
4,,60.4,94,58.6
6.9,,60.4,94,58.6
2,,60.4,94,58.6
4,,60.6,94,58.8
0.9,,60.8,94,59
12.1,,61,94,59.2
2,,61,94,59.2
0,,61,94,59.2
4,,61,94,59.2
0,,61,94,59.2
0,,61,94,59.2
4.9,,61,94,59.2
2.9,,60.8,94,59
0.9,,60.8,94,59
2.9,,61,94,59.2
4.9,,61,94,59.2
0,,61,93,59
4,,61.2,93,59.2
0.9,,61.2,94,59.4
4,,61.3,94,59.5
12.1,,61.5,93,59.5
0,,61.3,93,59.4
2,,61.5,93,59.5
0.9,,61.5,93,59.5
0.9,,61.5,93,59.5
2,,61.5,92,59.2
4,,61.5,92,59.2
0,,61.5,92,59.2
2,,61.5,92,59.2
2,,61.5,92,59.2
4,,61.7,92,59.4
6,,61.5,91,58.8
0,,61.5,91,58.8
0.9,,61.5,91,58.8
0.9,,61.5,91,58.8
2,,61.5,91,58.8
2.9,,61.5,90,58.6
2,,61.5,90,58.6
6,,61.5,90,58.6
2,,61.7,90,58.8
0,,61.9,90,59
4.9,,61.9,90,59
4,,61.9,89,58.6
2,,61.9,89,58.6
4,,62.1,89,58.8
0,,61.9,89,58.6
4,,62.1,88,58.5
0.9,,62.1,88,58.5
0,,62.1,88,58.5
4,,62.1,87,58.1
2.9,,62.1,87,58.1
2.9,,62.1,87,58.1
0,,62.1,87,58.1
2,,62.1,87,58.1
2,,62.1,87,58.1
2,,62.1,87,58.1
0,,62.1,87,58.1
2.9,,62.1,87,58.1
2.9,,61.9,87,57.9
0,,61.9,87,57.9
0,,61.9,86,57.6
0,,61.9,86,57.6
0,,61.7,86,57.4
0,,61.7,86,57.4
0,,61.5,86,57.4
0.9,,61.5,86,57.4
2,,61.5,87,57.6
2.9,,61.5,87,57.6
0,,61.5,87,57.6
0,,61.5,87,57.6
0,,61.5,87,57.6
4,,61.5,87,57.6
0,,61.5,87,57.6
2,,61.5,87,57.6
2.9,,61.5,86,57.4
2,,61.5,86,57.4
0.9,,61.5,86,57.4
2,,61.7,86,57.4
2,,61.7,86,57.4
2,,61.9,86,57.6
0,,61.9,85,57.4
0,,61.9,85,57.4
0.9,,61.9,85,57.4
0,,61.9,85,57.4
0,,62.1,85,57.6
0,,62.1,84,57.2
2,,62.1,84,57.2
0.9,,62.1,84,57.2
0,,62.1,84,57.2
2,,62.1,84,57.2
0,,62.1,84,57.2
0,,61.9,84,57
0,,61.9,84,57
0,,61.9,84,57
0,,61.9,84,57
0,,61.7,84,56.8
0,,61.7,84,56.8
0,,61.7,84,56.8
0.9,,61.7,84,56.8
0,,61.7,84,56.8
0.9,,61.5,85,57
0,,61.5,85,57
0,,61.7,85,57.2
2.9,,61.7,85,57.2
0.9,,61.7,85,57.2
0,,61.7,85,57.2
0.9,,61.7,85,57.2
0,,61.7,85,57.2
0,,61.7,85,57.2
2.9,,61.7,85,57.2
0.9,,61.7,85,57.2
0.9,,61.7,85,57.2
0.9,,61.7,85,57.2
0.9,,61.5,85,57
2,,61.5,85,57
2,,61.5,85,57
0,,61.5,85,57
0,,61.5,84,56.7
0,,61.5,84,56.7
0,,61.5,84,56.7
2,,61.3,84,56.5
0.9,,61.3,84,56.5
0,,61.3,84,56.5
0,,61.3,84,56.5
0.9,,61.3,84,56.5
0.9,,61.3,84,56.5
0,,61.3,84,56.5
0,,61.3,84,56.5
0,,61.3,84,56.5
2,,61.3,84,56.5
0,,61.2,83,55.9
0,,61.2,83,55.9
0,,61.2,83,55.9
2,,61.2,83,55.9
0,,61.2,83,55.9
0,,61.2,82,55.6
0,,61,82,55.4
0,,61,82,55.4
0,,61,81,55
0,,61,81,55
0,,61,81,55
0,,61,81,55
0,,61,81,55
0,,61,81,55
2,,61.2,81,55.2
0,,61,81,55
0,,61.2,81,55.2
0,,61.2,81,55.2
0,,61.2,81,55.2
0.9,,61.2,81,55.2
0,,61,81,55
0,,61,81,55
0,,61,81,55
0,,61,81,55
0.9,,60.8,81,54.9
0,,60.8,81,54.9
2.9,,60.8,81,54.9
0.9,,60.8,81,54.9
2,,60.8,81,54.9
0,,60.6,81,54.7
0,,60.6,80,54.5
0,,60.6,80,54.5
0.9,,60.6,80,54.5
0,,60.6,80,54.5
0,,60.6,80,54.5
0,,60.4,80,54.3
0,,60.4,79,54
0,,60.4,79,54
0,,60.3,79,53.8
0,,60.3,79,53.8
0,,60.1,79,53.6
0,,60.1,79,53.6
4.9,,59.9,79,53.4
0,,59.7,79,53.2
0,,59.7,79,53.2
0,,59.5,79,53.1
0,,59.4,79,52.9
0,,59.2,80,53.1
0,,59,80,52.9
0.9,,59,80,52.9
0,,59,80,52.9
0,,59,80,52.9
0,,59,80,52.9
0,,58.8,80,52.7
0,,58.6,80,52.5
0,,58.5,80,52.3
0,,58.5,80,52.3
0,,58.3,80,52.2
0,,58.1,80,52
0,,58.1,80,52
0,,57.9,80,51.8
0,,57.9,80,51.8
0,,57.9,80,51.8
0,,57.9,80,51.8
0,,57.9,80,51.8
0.9,,57.9,80,51.8
0,,57.9,80,51.8
2,,57.9,80,51.8
0,,57.9,80,51.8
0,,57.7,80,51.6
0,,57.7,80,51.6
0,,57.7,80,51.6
2.9,,57.7,80,51.6
0,,57.7,80,51.6
2,,57.9,81,52.2
0,,57.9,81,52.2
2.9,,57.9,81,52.2
0,,58.1,81,52.3
6,,58.3,81,52.5
0,,58.5,81,52.7
0,,58.5,81,52.7
0,,58.6,80,52.5
0,,58.8,80,52.7
0,,59,81,53.2
2,,59,80,52.9
4,,59.4,80,53.2
0,,59.5,80,53.4
0,,59.9,79,53.4
0,,60.3,79,53.8
0.9,,60.4,79,54
0.9,,60.6,78,53.8
2,,61,78,54.1
0,,61.3,78,54.5
6.9,,61.5,78,54.7
2,,61.9,77,54.7
4.9,,62.2,76,54.5
2,,62.4,76,54.7
0.9,,62.8,76,55
0.9,,63.1,75,55
2,,63.3,75,55.2
0.9,,63.9,75,55.8
2,,64,74,55.6
0,,64.2,74,55.8
2,,64.4,74,55.9
4.9,,64.6,73,55.8
6.9,,64.9,73,56.1
0,,65.3,73,56.5
2.9,,65.7,73,56.8
0,,66,73,57.2
2,,66.4,72,57
0,,66.9,71,57.2
0,,67.3,71,57.6
6.9,,67.5,71,57.7
4,,67.8,70,57.7
2.9,,68.2,69,57.6
4,,68.4,69,57.7
2,,68.5,68,57.6
8.9,,68.7,68,57.7
2,,68.9,68,57.9
0,,69.1,68,58.1
2,,69.4,69,58.8
2,,69.6,67,58.1
2,,69.8,67,58.3
2,,70,68,59
0.9,,70.3,67,58.8
4,,70.5,67,59
2,,71.1,67,59.5
2,,71.2,67,59.7
0,,71.2,67,59.7
4.9,,71.8,67,60.3
0.9,,72.7,66,60.6
2,,73.8,65,61.3
0.9,,74.5,63,61
0,,75,62,61.2
0.9,,75.2,61,60.8
4,,75.4,62,61.5
4,,75.6,61,61.2
0,,75.6,60,60.6
2,,75.4,62,61.5
8.1,,75.7,59,60.4
4,,75.6,60,60.6
0.9,,75.6,61,61.2
2,,75.7,62,61.9
2,,75.6,60,60.6
2,,75.6,60,60.6
2.9,,75.6,59,60.3
4,,75.7,61,61.3
2.9,,75.9,59,60.6
0,,76.3,59,61
0,,75.9,59,60.6
0,,75.9,59,60.6
0.9,,76.3,59,61
0,,75.9,59,60.6
2,,75.7,59,60.4
0,,75.4,59,60.1
0,,75,60,60.3
0.9,,75.4,59,60.1
0.9,,75.6,58,59.7
0,,75.4,59,60.1
0,,75.6,58,59.7
0,,76.3,58,60.4
0,,75.7,59,60.4
0,,75.7,58,59.9
0,,75.7,60,60.8
0.9,,75.7,59,60.4
2.9,,75.7,59,60.4
0.9,,75.7,60,60.8
0,,75.7,59,60.4
0,,75.7,59,60.4
0.9,,75.7,59,60.4
0.9,,75.9,58,60.1
2.9,,75.7,59,60.4
0.9,,75.9,59,60.6
2,,75.9,60,61
0,,76.1,60,61.2
2,,76.3,60,61.3
0,,76.1,61,61.7
0,,75.7,59,60.4
0.9,,75,59,59.7
2,,74.5,59,59.2
0,,74.1,61,59.7
0,,73.9,61,59.7
0,,73.8,62,59.9
0.9,,73,63,59.7
0,,72.9,63,59.5
0,,72.5,63,59.2
0,,72.3,63,59
0,,72.1,64,59.4
0,,72,65,59.5
0,,71.6,65,59.2
0,,71.4,65,59
0,,71.4,66,59.5
0,,71.2,66,59.4
0,,71.2,66,59.4
0,,71.2,66,59.4
0,,71.1,67,59.5
0,,70.9,67,59.4
0,,70.5,67,59
0,,70.3,68,59.4
0,,70,68,59
0,,69.6,68,58.6
0,,69.4,69,58.8
0,,69.1,69,58.5
0,,68.7,70,58.5
0,,68.5,71,58.8
0,,68.4,71,58.6
0,,67.6,72,58.3
0,,67.5,72,58.1
0,,67.1,73,58.1
0,,66.7,74,58.1
0,,66.6,74,58.1
0,,66.4,75,58.3
0,,66.2,75,58.1
0,,66,76,58.3
0,,65.7,76,57.9
0,,65.5,76,57.7
0,,65.3,77,57.9
0,,65.1,77,57.7
0,,64.9,78,57.9
0,,64.8,78,57.7
0,,64.6,78,57.6
0,,64.4,78,57.4
0,,64.2,79,57.6
0,,64,79,57.4
0,,63.9,79,57.2
0,,63.9,79,57.2
0,,63.7,79,57
0,,63.7,80,57.4
0,,63.3,80,57
0,,63.3,80,57
0,,63.1,80,56.8
0,,63,81,57
0,,63,81,57
0,,62.8,81,56.8
0,,62.8,81,56.8
0,,62.4,81,56.5
0,,62.2,82,56.7
0,,62.1,82,56.5
0,,62.1,82,56.5
0,,61.9,83,56.7
0,,61.9,83,56.7
0,,61.7,83,56.5
0,,61.5,83,56.3
0,,61.5,83,56.3
0,,61.3,84,56.5
0,,61.3,84,56.5
0,,61.3,84,56.5
0,,61.2,84,56.3
0,,61.2,84,56.3
0,,61.2,84,56.3
0,,61.2,84,56.3
0,,61.2,84,56.3
0,,61,85,56.5
0,,61,85,56.5
0,,61,85,56.5
0,,61,85,56.5
0,,60.8,85,56.3
0,,60.8,85,56.3
0,,60.8,85,56.3
0,,60.8,85,56.3
0,,60.6,85,56.1
0,,60.6,85,56.1
0,,60.6,85,56.1
0,,60.6,85,56.1
0,,60.4,85,55.9
0,,60.4,85,55.9
0,,60.4,85,55.9
0,,60.4,85,55.9
0,,60.4,85,55.9
0,,60.3,85,55.8
0,,60.3,85,55.8
0,,60.3,85,55.8
0,,60.1,85,55.6
0,,60.1,85,55.6
0,,59.9,85,55.4
0,,59.7,85,55.2
0,,59.7,85,55.2
0,,59.5,85,55
0,,59.5,85,55
0,,59.5,85,55
0,,59.5,85,55
0,,59.4,85,54.9
0,,59.4,85,54.9
0,,59.4,85,54.9
0,,59.2,85,54.7
0,,59.2,85,54.7
0,,59.2,85,54.7
0,,59,85,54.5
0,,59,85,54.5
0,,59,85,54.5
0,,59,85,54.5
0,,59,85,54.5
0,,59,85,54.5
0,,58.8,85,54.3
0,,58.8,85,54.3
0,,58.8,85,54.3
0,,58.6,85,54.1
0,,58.6,85,54.1
0,,58.6,85,54.1
0,,58.5,85,54
0,,58.5,85,54
0,,58.3,86,54.1
0,,58.3,86,54.1
0,,58.1,86,54
0,,57.9,86,53.8
0,,57.9,86,53.8
0,,57.7,86,53.6
0,,57.7,86,53.6
0,,57.6,86,53.4
0,,57.4,86,53.2
0,,57.4,86,53.2
0,,57.2,86,53.1
0,,57,86,52.9
0,,56.8,86,52.7
0,,56.8,86,52.7
0,,56.7,87,52.9
0,,56.7,86,52.5
0,,56.7,87,52.9
0,,56.7,87,52.9
0,,56.5,87,52.7
0,,56.7,87,52.9
0,,56.7,87,52.9
0,,56.7,88,53.1
0,,56.7,88,53.1
0,,56.7,88,53.1
0,,56.7,88,53.1
0,,56.7,88,53.1
0,,56.7,88,53.1
0,,56.7,88,53.1
0,,56.5,88,52.9
0,,56.5,88,52.9
0,,56.5,88,52.9
0,,56.3,88,52.9
0,,56.3,88,52.9
0,,56.1,88,52.7
0,,56.1,88,52.7
0,,56.1,88,52.7
0,,56.1,89,52.9
0,,56.1,89,52.9
0,,56.1,89,52.9
0,,56.1,89,52.9
0,,56.3,89,53.1
0,,56.5,89,53.2
0,,56.5,89,53.2
0,,56.7,89,53.4
0,,56.8,90,54
0,,57,90,54.1
